A6Q0K5	A6Q0K5	100.00	107	0	0	1	107	1	107	0	104.8
A6Q0K5	P07839	29.29	99	70	35	1	107	1	126	1.7e-07	24.9
A6Q0K5	B3EWI4	30.21	96	67	21	1	107	1	106	7.3e-07	24.2
A6Q0K5	P23400	29.25	106	75	35	1	107	1	140	0.00018	22.6
A6Q0K5	P47910	25.53	94	70	20	1	107	1	101	0.00031	21.9
A6Q0K5	O80429	28.43	102	73	43	1	107	1	140	0.0016	21.6
A6Q0K5	Q42512	31.13	106	73	34	1	107	1	139	0.0033	21.3
A6Q0K5	Q42496	30.43	92	64	22	1	107	1	99	0.0054	20.5
A6Q0K5	A2YQD9	32.00	100	68	46	1	107	1	139	0.021	20.3
A6Q0K5	P08817	28.43	102	73	32	1	107	1	129	0.021	20.2
A6Q0K5	Q0J8M2	32.00	100	68	46	1	107	1	139	0.021	20.3
A6Q0K5	P82249	21.50	107	84	23	1	107	1	130	0.17	18.9
A6Q0K5	P82411	16.19	105	88	13	1	107	1	116	0.29	18.4
A6Q0K5	P07854	21.78	101	79	43	1	107	1	138	0.46	18.3
A6Q0K5	P82194	17.31	104	86	25	1	107	1	126	0.53	18.0
A8J637	A8J637	100.00	1013	0	0	1	1013	1	1013	0	341.5
A8J637	P11155	23.15	894	687	172	1	1013	1	947	6.5e-10	32.8
A8J637	Q8LPR9	23.66	934	713	161	1	1013	1	1016	2.1e-09	32.6
A8J637	Q41008	24.31	835	632	218	1	1013	1	875	4e-08	31.5
A8J637	O24303	22.20	910	708	189	1	1013	1	996	6.3e-08	31.5
A8J637	Q9SYI0	23.80	916	698	203	1	1013	1	1022	6.4e-06	30.0
A8J637	P04045	21.96	906	707	167	1	1013	1	966	8.1e-05	29.0
A8J637	Q39735	21.64	901	706	164	1	1013	1	953	0.0003	28.5
A8J637	O23404	22.94	911	702	154	1	1013	1	963	0.00046	28.3
A8J637	Q8VZ10	19.98	951	761	166	1	1013	1	1055	0.0012	28.0
A8J637	Q39734	21.41	892	701	184	1	1013	1	955	0.031	26.2
A8J637	Q41058	22.13	854	665	227	1	1013	1	922	0.043	26.0
A8J637	Q9SI75	27.07	761	555	274	1	1013	1	783	0.92	23.6
A8J637	Q6ZY51	21.78	987	772	235	1	1013	1	1196	2.1	23.4
A8J637	Q6AU80	25.26	780	583	253	1	1013	1	800	8.6	20.9
A8J637	Q01401	23.20	806	619	221	1	1013	1	820	8.8	20.9
D0TZF0	D0TZF0	100.00	803	0	0	1	803	1	803	0	317.6
D0TZF0	Q6AU80	38.48	725	446	153	1	803	1	800	1.6e-270	85.3
D0TZF0	Q08047	27.20	717	522	168	1	803	1	799	2.2e-19	37.4
D0TZF0	Q01401	24.86	720	541	183	1	803	1	820	2.7e-09	32.0
D0TZF0	Q41058	22.70	762	589	201	1	803	1	922	5.7e-06	29.8
D0TZF0	F4IW47	23.11	688	529	168	1	803	1	741	1.1	23.6
D0TZF0	Q8RWV0	21.97	701	547	142	1	803	1	741	1.5	23.3
D0TZF0	O20250	20.40	701	558	142	1	803	1	741	2.4	22.9
D0TZF0	Q9SI75	19.11	743	601	100	1	803	1	783	8.9	21.5
D0TZF0	Q43093	24.78	678	510	199	1	803	1	752	9.6	21.3
F4IW47	F4IW47	100.00	741	0	0	1	741	1	741	0	286.4
F4IW47	Q8RWV0	89.04	739	81	4	1	741	1	741	0	261.9
F4IW47	O20250	81.42	732	136	18	1	741	1	741	0	238.7
F4IW47	Q75NZ0	24.53	632	477	162	1	741	1	685	0.17	24.9
F4IW47	O82802	22.38	648	503	138	1	741	1	693	0.53	24.1
F4IW47	Q9FNM5	23.51	638	488	146	1	741	1	681	3.6	22.6
F4IW47	Q9FGS4	23.26	675	518	109	1	741	1	718	3.8	22.6
F4IW47	Q42968	24.45	589	445	172	1	741	1	609	5.8	21.9
F4IW47	Q0DEV5	24.49	588	444	174	1	741	1	609	6.1	21.9
I4DST8	I4DST8	100.00	385	0	0	1	385	1	385	0	162.9
I4DST8	I4DST9	99.21	382	3	3	1	385	1	382	0	159.6
I4DST8	Q9SCL7	26.33	319	235	94	1	385	1	347	0.32	23.0
