A1XBS5	A1XBS5	100.00	289	0	0	1	289	1	289	0	121.2
A1XBS5	Q8BP22	87.41	286	36	3	1	289	1	286	0	108.9
A1XBS5	Q9SJ12	20.92	239	189	51	1	289	1	240	0.053	23.4
A1XBS5	P05631	20.14	278	222	31	1	289	1	298	1.5	21.8
A1XBS5	P36521	23.87	243	185	52	1	289	1	249	2.3	21.3
A1XBS5	P38077	19.42	278	224	44	1	289	1	311	3.3	21.3
A1XBS5	Q9NR28	25.21	234	175	60	1	289	1	239	3.6	20.9
A1XBS5	P36517	20.36	275	219	58	1	289	1	319	4.4	21.2
A1XBS5	P22778	22.65	234	181	65	1	289	1	244	4.8	20.7
A1XBS5	P10355	23.77	244	186	55	1	289	1	254	5.9	20.6
A1XBS5	P26360	19.86	287	230	41	1	289	1	326	7.2	20.8
A1XBS5	P21771	21.01	257	203	61	1	289	1	286	9.9	20.3
A8MUP2	A8MUP2	100.00	240	0	0	1	240	1	240	0	121.5
A8MUP2	Q8BGB8	26.29	232	171	42	1	240	1	266	0.084	22.9
A8MUP2	P25711	24.29	210	159	38	1	240	1	218	2.2	20.6
A8MUP2	Q3SYS0	24.39	205	155	46	1	240	1	216	2.4	20.5
A8MUP2	Q8NCW5	23.31	236	181	56	1	240	1	288	3	20.8
A8MUP2	Q9HBH1	28.23	209	150	65	1	240	1	243	4.5	20.2
A8MUP2	Q8K4Z3	23.71	232	177	58	1	240	1	282	4.8	20.4
A8MUP2	O95571	20.52	229	182	36	1	240	1	254	5.6	20.1
A8MUP2	Q40089	23.32	193	148	54	1	240	1	200	7.9	19.4
A8MUP2	Q9SX77	21.12	232	183	33	1	240	1	257	7.9	19.8
A8MUP2	Q9Y676	26.39	216	159	66	1	240	1	258	8.4	19.8
A8MUP2	Q80ZM3	26.05	215	159	65	1	240	1	255	9	19.7
B2GV06	B2GV06	100.00	520	0	0	1	520	1	520	0	164.3
B2GV06	P55809	91.92	520	42	0	1	520	1	520	0	153.9
B2GV06	Q29551	90.77	520	48	0	1	520	1	520	0	151.7
B2GV06	Q9N0F3	24.03	466	354	106	1	520	1	518	1.3	23.7
B2GV06	Q9JJL8	24.19	463	351	112	1	520	1	518	1.6	23.6
B2GV06	Q93ZM7	22.75	488	377	116	1	520	1	572	4.4	23.0
B2GV06	P09622	21.13	478	377	73	1	520	1	509	4.7	22.8
B2GV06	P08417	23.04	460	354	88	1	520	1	488	6.2	22.6
B2GV06	P09623	20.71	478	379	73	1	520	1	509	6.9	22.5
B2GV06	Q9NP81	23.14	471	362	96	1	520	1	518	8	22.4
