A0A0K0MJN3	A0A0K0MJN3	100.00	132	0	0	1	132	1	132	0	119.3
A0A0K0MJN3	P04117	75.57	131	32	2	1	132	1	132	0	96.5
A0A0K0MJN3	A0A0K0MJ13	57.58	132	56	2	1	132	1	134	6.5e-261	78.9
A0A0K0MJN3	Q05816	55.30	132	59	3	1	132	1	135	1.4e-222	74.0
A0A0K0MJN3	Q01469	54.55	132	60	3	1	132	1	135	2.3e-217	73.3
A0A0K0MJN3	P55053	54.55	132	60	3	1	132	1	135	1.2e-215	73.1
A0A0K0MJN3	P55052	53.03	132	62	3	1	132	1	135	6e-208	72.1
A0A0K0MJN3	O02324	33.33	132	88	5	1	132	1	137	5.4e-83	50.9
A0A0K0MJN3	P80553	27.05	122	89	24	1	132	1	136	1.4	18.0
A0A0K0MJN3	Q9LZP8	20.49	122	97	34	1	132	1	146	3.5	17.2
A0A0K0MJN3	Q8LBM2	24.78	113	85	37	1	132	1	131	8.3	15.8
A0A1L8G2K9	A0A1L8G2K9	100.00	565	0	0	1	565	1	565	0	178.2
A0A1L8G2K9	Q9H040	55.81	439	194	176	1	565	1	489	4e-182	72.5
A0A1L8G2K9	O81001	20.24	509	406	77	1	565	1	530	0.62	24.1
A0A1L8G2K9	Q61572	19.84	509	408	100	1	565	1	553	2.6	23.2
A0A1L8G2K9	Q12948	20.59	510	405	98	1	565	1	553	4.2	22.8
A0A1L8G2K9	Q9M3B8	21.66	531	416	100	1	565	1	597	4.6	22.9
A0A1L8G2K9	L0PQS5	20.23	519	414	102	1	565	1	575	4.9	22.8
A0A1L8G2K9	Q9SI37	20.59	471	374	110	1	565	1	487	5.1	22.5
A0A1L8G2K9	G0RL42	19.31	523	422	92	1	565	1	573	6.2	22.6
A0A1L8G2K9	Q22829	21.03	466	368	103	1	565	1	470	6.8	22.2
A0A1L8G2K9	Q9MAM4	21.49	498	391	96	1	565	1	527	7.9	22.2
A0A1L8G2K9	C8VTV4	19.81	530	425	78	1	565	1	573	7.9	22.4
A0A1L8G2K9	F4IRB4	25.05	459	344	131	1	565	1	484	9.4	22.0
A1L3G9	A1L3G9	100.00	434	0	0	1	434	1	434	0	127.7
A1L3G9	B9X187	88.02	434	52	0	1	434	1	434	0	117.0
