D3Z6P0	D3Z6P0	100.00	527	0	0	1	527	1	527	0	264.0
D3Z6P0	Q13087	78.97	523	110	6	1	527	1	525	0	210.0
D3Z6P0	Q9XI01	34.70	487	318	54	1	527	1	501	2e-268	83.8
D3Z6P0	P80284	34.40	500	328	40	1	527	1	513	3e-262	83.1
D3Z6P0	Q8N807	33.08	520	348	71	1	527	1	584	6.7e-231	79.3
D3Z6P0	Q9FF55	34.96	512	333	100	1	527	1	597	1.2e-224	78.5
D3Z6P0	Q5XI02	33.08	517	346	83	1	527	1	590	1.9e-210	76.6
D3Z6P0	Q9DAN1	32.30	517	350	81	1	527	1	588	1.8e-206	76.0
D3Z6P0	P55059	32.78	485	326	62	1	527	1	505	2.1e-191	73.7
D3Z6P0	Q4VIT4	33.33	486	324	60	1	527	1	505	1.9e-190	73.6
D3Z6P0	P30101	32.92	486	326	60	1	527	1	505	3.3e-186	72.9
D3Z6P0	P27773	33.26	487	325	58	1	527	1	505	7.3e-184	72.6
D3Z6P0	P11598	32.85	487	327	58	1	527	1	505	1.2e-174	71.2
D3Z6P0	Q8NBS9	35.12	410	266	139	1	527	1	432	1.2e-52	47.3
D3Z6P0	Q91W90	35.18	398	258	148	1	527	1	417	2.1e-45	45.2
D3Z6P0	Q9VYV3	31.20	407	280	129	1	527	1	416	4e-33	41.3
D3Z6P0	Q921X9	24.53	481	363	82	1	527	1	517	1.2e-20	36.9
D3Z6P0	Q14554	25.73	478	355	90	1	527	1	519	2.1e-19	36.3
D3Z6P0	Q9V438	30.35	425	296	110	1	527	1	433	2.3e-18	35.6
D3Z6P0	Q922R8	27.14	420	306	127	1	527	1	440	1.7e-12	32.7
D3Z6P0	P38660	26.28	430	317	106	1	527	1	439	6.8e-12	32.3
D3Z6P0	Q63081	26.67	420	308	127	1	527	1	440	1.5e-11	32.1
D3Z6P0	Q15084	26.70	427	313	113	1	527	1	440	2.2e-10	31.4
D3Z6P0	Q9D1Q6	28.24	393	282	147	1	527	1	406	1.2e-07	29.5
D3Z6P0	Q9BS26	26.01	396	293	141	1	527	1	406	1.2e-07	29.5
D3Z6P0	Q8BYW9	21.15	487	384	80	1	527	1	527	0.65	23.4
D3Z6P0	Q9VQB7	20.28	493	393	61	1	527	1	520	0.88	23.2
D3Z6P0	Q5T4B2	25.20	504	377	114	1	527	1	595	1.7	22.9
